sentiment,selected_text
sadness,cool. I`m tempted too see it again  I feel sorry for JB though because there were hardly any people
worry,BAD
neutral,The Life Of A College Stay At Home Mom: Delay in the Bash  http://bit.ly/CnyhP
neutral,ya i did i seen all them but Robert
worry,re tire
neutral,
fear,"There is too much busyness in schools , staff need ` dream time "" too and also the security to try out ideas without becoming nervous about making mistakes or being afraid of failing . "
anger,"` It 's absolute nonsense , "" wails an exasperated spokesman . "
neutral,holiday again
worry,
neutral,
sadness,missed the #jonaswebcast
sadness,Damnit.
neutral, This one ? 
worry,
neutral,car accident
anger,"Gazza was blazing mad that his training ground ` discussion "" had been misinterpreted as a bust-up . "
worry,"thanks for wishing me luck a couple of weeks ago on getting into a higher choir, but i didn`t make it"
neutral,love
sadness,miss
anger,Fruit and vegetable growers in the area are furious about the decision . 
sadness,. Very sad
worry,better
fear,"I was very startled when, at night at 2.00 am, a boy approached me and yelled \I fuck you\"", then however he stopped and laughed at me."""
neutral,
neutral, OK ! 
neutral, Bye ! 
neutral,It should be a good day
neutral,effed
sadness,Not feeling too good
sadness,
sadness,
fear,"Aston Villa are having a great run , but they hold no particular horrors for the Norwich players . "
worry,Show us some love!
neutral,you obviously havent seen my mrs first thing in a morning
sadness,good
fear,Almost crashing into the back of a car while driving along the motorway on my motorcycle.
fear, Umm . I think my water just broke ! Get me to a hospital ! 
neutral,thnx
neutral,was there yet another semi final tonight?
worry,
worry,Can`t  No money to spend.
neutral,good night
sadness,sucks for you
neutral,july... too long
worry,shut up.
sadness,I can`t shes taken my keys to muh car.
neutral,you enj
neutral,u said u was gonna follow  its nita from ur live chat
worry,
sadness,The death of my grandmother.
worry,
neutral,
neutral,Prank calls
anger,"My sister came back home and reproached me for not having tidied up the house, although I had been working all morning and she had done nothing."
worry,The stars are out. Where were you when I needed you
neutral,interesting day. good overall
neutral,
anger,"Peter says : ` The Poles were furious that we wanted to show prostitutes in their hotel bar , claiming they never had them . "
sadness,When my friend did not pass the high school graduation examinations.
sadness,Unfortunately these heffas decided to take an impromptu mall trip
neutral,
neutral," Don ’ t worry about it , I ’ ll call my friend and have him take care of it . I can ’ t believe he was stalking you all these years . What a nut job ! "
neutral,
sadness,"I was alone in my parents' house, having made plans to spend the afternoon with a lover (plans which the lover cancelled), watching a movie and considering my life and circumstances - pressures of examinations in particular."
worry,"I can`t go out when my heart is home sick  even if it is my bday, family health comes 1st"
sadness,
fear,"When I was walking on the street, a group of drunk, bawling young people approached."
sadness,o lonely
sadness,
fear,Confronted outside a party by some very nasty character - gesturing to a car full of mean-acting friends - felt in danger.
anger, I have to work on Saturday all day ! I really hate my job ! 
sadness,bad
worry,very malakas ang ulan. how will i go to fort
neutral,
worry,?  sorr
neutral,okay really really bored. i watched a michael jackson concert from 1992. he`s awesome  and his short films r coolio too (:
neutral,
neutral,A isn`t cooperating
neutral,i felt left out
neutral,am hungry agaaaaaaiiiin maaaam
sadness,It`s  s (mr. tonematrix) birthday today. Poor guy is ill at home. Perhaps a `hi` from the twittersphere would do some good
neutral,I is goin to bed now
neutral,my dad just bought me both of these  they`re tricky language tho
neutral,"Dad , why are you taping the windows ? "
worry,sucks
worry,i am a freshman in this site. how to update? help
neutral,"No offense, but have you thought about a career change?"
sadness,
worry,
neutral,Be my guest !
worry,
worry,
neutral,
sadness,A faint cry of anguish came from the direction of the bed . 
worry,oh wow...hope he`s ok  u take him 2 the vet?
neutral,"Ok, just noticed it is in theatres now - don`t know when it`s showing in Vancouver though"
fear,Proud of Rowan Williams. Anglican Church has morality and freedom to show social compassion without or constraint; but #faith and #hope
neutral,Good Morning good old Germany - I wanna say hello to New York.  I`m not in love. . .not really.
neutral,Nothing yet
sadness,I WISH I could be in bed by nine once in a while. I never make it in before 3-4 a.m.  #sleepdeprived. Doing too much.
worry,
worry,
neutral,It are mimi time
sadness,When my grandparents moved to another part of the town.
sadness,were too late
worry,broken
sadness,
neutral,
fear,"When I had to travel alone, unescorted for the first time.     It was an over-night journey by train to a distant place."
worry,hurt
neutral,"If you know such agent, do let me know"
neutral, Yes . 
sadness,My dog died of a cerebral tumor.
worry,
neutral,t doesn`t make sense.
sadness, I got robbed ! 
sadness,feels bad
sadness,"all alone.  still watching TWW, eating Italian chocolate and solving logic puzzles."
neutral,gymnastics time.  My last night for teaching Friday evening classes.   New summer schedule starts next week.
anger,"When I was misleaded by a person who assured that something would not occur, that I had no reason to prepccupy myself, and suddenly I saw myself implicated by the fact, because of the incompetence, and irresponsibility of that person."
neutral,
neutral,just got home from the sunshine coast
neutral,
fear,Imagine the horror on my beloved 's face when he discovered I had in fact flung in the rubbish his much prized and read collection of Guitarist magazines ! 
sadness,
sadness,"Yessum.  We`ll see how this year goes... maybe I can head back in Oct, when the rates go down. I wanted to go for my bday"
sadness, Well . I am breaking up with Cathy . 
worry,Can`t believe those idiots buzzed out the juggler.
neutral," Hi , Andy . "
sadness,i feel extremely depressed right now.
neutral, Yes . 
sadness,"Recently, my sister-in-law's horse was poisoned by a plant and died. The horse was very obedient and exceptional with children."
fear, Now I know that something bad is up ! 
worry,Is feeling really bad about goofin` on  not knowing she really wasn`t at the meeting! Dang I`m sorry! Me & my big `ol mouth
boredom,lost
sadness,yearling in pet home died... very sad for their whole family
worry,i got **** exam week this week
worry,- tis painful to watch her so upset
fear,When it was found that I had gone out of the school premises without permisssion and at the wrong time.
neutral,_Mean WHERE?
worry,hard
sadness,When I was ditched by my girlfriend.
neutral,Salad from krogers...  I was hungry.
fear,One time I set up my journey at night going to a certain bar. On the way I met my friends and they told me that two people had died because of heavy fighting. I proceeded on but with fear.
neutral,"endless set list... very long... grueling almost... also, sent to gordo`s cell cuz he`s no longer communicating with the internet in 140."
sadness,I had a girlfriend who lived several kilometers away from my home. One day she wrote me that she'd visit me. On her way she had a car accident and was badly injured. I was very sorry to see her lying in a bed in the hospital.
sadness,What this implies and should express is the field-worker 's moral commitment to his foreign hosts ; this can be the source of much personal anguish and heart-searching . 
neutral,patient
anger,You didn't ring me last night.You said you would . 
neutral, OK . 
sadness,I felt very sad when I saw the first list from the names of the people who entered at the University and my name wasn't there.
worry,Greenville Drive games just aren`t the same without the 'Baseball Guy' clown.
sadness,My father's death in January 1983 moved me deeply.  The gloom prevailed for almost two years and I am still to recover from it.
sadness,sosad
neutral,They don`t do car audio
worry,
neutral,"Follow me please, so I can DM you..."
worry,
neutral,"Since obviously living in Alaska, only a few radio stations we get here."
fear,"This sucks . I hate buying lingerie . Okay , just find something and get out of here . Alright , these are fine . Oh , no , don ’ t come over here , don ’ t come over here . "
neutral,touche
sadness,
neutral,
worry,traumatizing
worry,I keep trying to talk myself out of Australia by thinking of the jet lag  So far it isn`t working... I still want to go!
sadness,dreading work tomorrow wish I had one more day off
worry,
worry,
sadness,It`s sad
neutral, For example ? 
worry,scaring
worry,_Nicole I have to close my eyes when I watch it
sadness,
sadness, A really dreadful accident and many people were killed . 
neutral,Good Morning
worry,Phone power is dying!
sadness," But I often skip his classes , and he doesn't like me . "
worry,sorry.
neutral,New article about band called MGMT @ ATBFM.SOLIDSYN.NET
worry,aww...  try to rest na lang muna... ^^
neutral," $ 5,900 . "
sadness,Feeling pretty tired and lonely
worry,
worry,Noones talking to me anymore
worry,
neutral,
neutral,luck
sadness,i`m bored :
worry,
neutral,I dont think so
neutral,
sadness,
worry,heavy
worry,
sadness,"Well , Mr . Brooks . I ’ m sorry , again , for the delay , but we should have everything completed by the time you get back . "
worry,"just arrived at , on about 150 fellows i can`t see a girl!"
neutral,
sadness,"When the grandmother of my friend died in a hospital. My friend was crying and I was sad, too."
neutral, See you . 
sadness,
sadness,You know ... I did very poorly on that test . 
sadness,
anger,"Being insulted in front of my parents, and they believed other people (those insulting me)."
sadness,
sadness,"When an uncle of mine, who was close to me, passed away after having had a stroke, before his first daughter could be named."
worry,good times
sadness,more nightmares?  *huggles*
sadness,gloomy
neutral,Just booked some tickets for Jessicaaaa.
neutral,Running errands with my little man. Maybe he won`t act like a 3 year old today.
sadness,hahaha.. sadly this one`s supposed to be done individually.. so no chance of social loafing lol
neutral,Man! I can`t stop being freakin` hungry!
neutral, What is it ? 
sadness,
neutral,
sadness,i tried to help
sadness,
neutral,e no good
anger," You 're not  vexed , are you ?  he asked incredulously . "
neutral,
neutral,but  Humira isn`t right for everyone. Some respond better to Enbrel. Ask your Rheumy. But not much long-term testing done
worry,a bacon roll and a tea and the (hack)day is your friend  #openhacklondon
neutral,fault.
anger,Being insulted on a bus.
worry,Sorry
sadness,When my close friend was involved in an accident and passed away instantly.  He had gone to buy a new car and had asked me to wait at his home so that I could see his new car.
sadness,****
neutral, Ten . 
worry,Be my Yoko Ono and follow me wherever I may go !
sadness,We are soooo sorry   We love kittie
neutral,Have to go to my old house and finish moving.
sadness,I`ve already got problems with battery & earpiece
worry,
neutral,How do you shoot pool ? 
fear,Had a coffee about 2 hours ago and I'm coming up like a bastard with the and jitters now! Need 2 naggins to calm me down !!!
neutral,
worry,is clamped out...haha
worry,too much stress
worry,losers aren`t we
anger,"A spokesperson said : ` Glen is furious that the new ` Anarchy "" promo features footage of Sid Vicious as well as himself . "
sadness,killing
anger,pisses
neutral,tired
neutral,Hey it`s that old writing avoidance  Write 1 continuous flow non stop 4 10 mins=trick I use 2 loosen up gremlins!
neutral,Miss Cauzinhoooo already
worry,can this week get anymore horrible..
neutral," Yes , I am . "
worry,miss
sadness,Rest in peace ma
worry,I seriously cant wait to go to the beach!
sadness," I'm sorry sir , this flight has been cancelled due to some mechanical problems . "
sadness,feel sooo bad
worry,
neutral,
neutral,
worry,Sounds like a great experience.
neutral, I hope I can practice self-control again . 
neutral,nice
worry,i won`t make u cry
anger,"He was exasperated , but not cast down . "
sadness,
sadness, I didn't pass the English exam . How to learn English well ? Can you give me some suggestions ? 
neutral,
neutral,simply awesome Ra
sadness,
neutral,
fear,I was approaching my exam time and my books got stolen.  I was in a panic as I thought that I would not do well enough to be considered for the economics quota.  I cried a lot but that did not help and as the exam day came near a strange fear gripped me.
sadness,When my grandmother died.
neutral,
neutral,may the 4th be with you
worry,I did.`t Get tht.
worry,'we`ll do lunch'  uhh...indoors though we are having a thunderstorm rolling in
neutral, Not bad . 
neutral,
worry,
sadness,Wonderful trip!  Read all 4 Twilight novels.  Completely all consuming and engrossing.  Kinda sad to be done
anger, It is stupid to say so . 
sadness,"Patience, it`s worth it"
neutral, He quit 
sadness,Wish I was in London to personally witness the Nun Run! What a great idea for the opening of Sister Act`s new broadway show
fear,"When I was stopped by plain clothes policemen because the car I was driving had overturned on the Avenue.  I had been driving too fast, and I was afraid when I was stopped, questionned and then toild to go.  The situation ended happily since there were no consequences."
sadness,_ming  me is gg for summer sch though.. not attachment... yan can go see the blog. check my msn or ask kinny
neutral,can u follow me please
neutral," For me , it's one of those games that are fun to both watch and play . "
sadness,I miss my wacom. Especially the mouse. Laptop touch pad is horrible
anger,Parkin sighed with exasperation . 
neutral,ouch
neutral,love
neutral,Admitting that I don`t like action plots and I do like romance plots always makes me feel like I`m setting back the feminist cause.
neutral,Cool.
neutral,
neutral,
fear,When you say something and you pray the person don't hear
sadness,Hearing of the death of a friend who had been skiing.
fear,"She jumped up , frowning in dismay . "
sadness,sucks.
neutral,doesn`t feel
sadness,miss
anger,"Lucien made a small , indignant sound , his arms flailing before he recovered his poise . "
neutral," I wish it wasn't , but there is actually a lot of crime and prostitution around here . "
sadness,Respect
neutral,
neutral,I missed
anger,"I had a discussion with my mother concerning my sister's divorce, we disagreed strongly."
neutral,"just paid $221/mo for a dedicated server . Would rather get a slice , but I using MS SQL"
fear,I was scared stiff of giving my first performance . 
anger,"` You do these ? "" he asked an indignant Auguste . "
neutral,
neutral,
neutral,winner
worry,
worry,not good!
fear,"I had not told my parents about my bad marks in school. One day, my father wanted to speak to the teachers. Fortunately I could influence my parents to take it easy."
neutral,u all don`t seem to excited
worry,even more bad news has come up
neutral, Certainly . 
worry,hoping
sadness,You can`t even gift money away these days.  re: http://ff.im/3lqUx
neutral,
sadness,
neutral,t lyk any othaa gurrrrrl i
anger,"When bicycling along, a courier van started to tail me very close - I sped up and moved over and he just did the same. I reacted violently, much physical responding in the dangerous situation."
sadness,
worry,
worry,absolutley gutted
worry,I bet he didn`t fall asleep till like this morning  sorries.
neutral," I had the same feeling when I first came to work here . but after a period of time , I feel better , I am sure you ' ll get used to this busy job . "
sadness,Too bad my cable is off as of friday
anger," Well , now I've seen it all ! What a rip-off this place is ! "
sadness,if not impossible
neutral, Olympus . 
neutral,Well for one thing I might be branded a 'public menace' by the state.
neutral,freaking difficult
worry,thats a bad start to the day!
neutral,isn`t that the podcasting gear you got in for bit-tech?
boredom,thats another sponsor
worry,torn down
neutral,
sadness,Watching suffering in Third World country.
worry,I was remembered of Pentecost  Uselessly complicated
neutral,what has happened to me
neutral,"would have been better, IMO, if it let you play through all 3 songs provided. I just start to 'get it' and it blacks out."
neutral,
anger,"At a cash desk where I had gone to buy 16 rolls of kitchen paper at a reduced price.  After queuing with screaming children; it turned out that I had taken two 8 roll packets instead of the one 16 roll packet to which the rebate applied.  The assistant said \You will have to get it another time.\"""""
neutral,o sorry!
anger,i don`t know what lender it was? yea these people definitely sucked butt toes. NOT friendly or helpful.
worry,Not that funny!
sadness,The boy was broken hearted and inconsolable . 
neutral, Okay . 
neutral,struggling
neutral,oh just referring to our lil exchange on LJ with regards to twitter archive postings.
worry,**** your in trouble now
neutral,
fear,@mcstroup I think my fear of squirrels came from seeing National Lampoons Xmas Vacation as a child...a squirrel attacks a woman in it 
sadness,
anger,A shop-assistant behaved rather roughly with me though she hadn't the slightest grounds for it.
anger,My family told me to leave if I was not willing to accept the conditions they imposed on me.
sadness,Just bad day.
anger,He was angry that Bernard had gone too . 
sadness,what lol?
fear,"we can't stop here, this is DRONE country!!! "
worry,so how`s the new gphone?! I guess I should have signed up to go to google io after all
neutral, I ’ m awfully sorry to hear that . I ’ ll turn to it right away . 
neutral,
neutral,How may I help you ? 
sadness,
neutral,hard
worry,Shock horror.
neutral,
neutral,
sadness,My grandmother died.
worry,"Thus far, Metaverse U has used the Second Life = Virtual Worlds, rather than the gamier Terra Nova usage. I`m in the TN camp  #metaverseu"
neutral,Going to bed in a bit. Need to revise 2moro.
neutral, Why ? 
neutral, You said she used to ? How did you stop her ? 
neutral, Very good . 
worry,MY CAR IS ALMOST DEFINATELY GOING TO BE WRITTEN OFF! THE GARAGE RANG AND SAID THE WORK WILL COST 3K AND ITS UP TO THE INSURANCE CO
neutral,actually did progressive studying today..
sadness,hurts
sadness,
worry,is not doing well
worry,
worry,love
worry,Gosh...who`s doing this??? So bad...  Baylee is a blessed child...these people don`t know what to do... Kisses
neutral,_grubb Sweet... my friend Kevin is joining us (but I have his #). Look 4 the girl carrying a backpack & boulder pad.
sadness,"Ugh, still sick. This Calgary cold has lasted forever."
worry,i`m messing with my metabolism
worry,pmsl ... We had **** everywhere too. But NO More. Love it. My wool stash today though
worry,
fear,"I feel as though I live in  because there are things I'd like to say in this  post, but losing my #job. #emptywords"
sadness,hurts
sadness,
neutral,
neutral," The tall one ? Sure , that's Drive , he works with Lily . "
neutral,broke as hell?!
neutral,is cleaning the house for her family who is comming later today..
sadness,Soooooooooo glad to learn that Farrells ice cream parlor is staging a comeback in So. Cal -- too bad
neutral,
sadness,how depressing
neutral,signed up for broadband today could take 4-6 weeks
sadness,failed
neutral,dead
sadness,
worry,
sadness,"My grandfather was seriously ill, he had only a few days left to live. I had always loved him, but never told him. When I saw him for the last time, I had the feeling that I had omitted so many things I could not do again. - There was a fly sitting on his forehead and he was too weak to drive it away. I was very sad when I saw that."
worry,Noooooo worst news
neutral," Yeah , I ’ ll probably just stay in and relax . Maybe watch a few movies . "
neutral, I'd like to call on you this weekend . I just want to a drop in for a chat . 
neutral,good day..
neutral,
neutral," No , why ? "
neutral,
fear,When there was a fight at home and my father threatened to throw a chair on my brother.
worry,
neutral,
anger,"She was irritated , indignant . "
worry,
anger,"The elite were offended , but the common people loved it . "
neutral,bahaha
sadness,miss
sadness,"here btw, this is not a bot"
neutral,
worry,
worry,miss
worry,i dont want to be home all by myself all weekend!!!!!!!!!       what should
neutral,
sadness,
neutral,"Once again another late night.  But I scored a mojito, so ..."
neutral,WELL i do not think i am getting a call anytime soon. PAINTING MY NAILS!
sadness,
anger,i hella wanted a sausage mcmuffin but when i gt there breakfast was over
neutral,so bored at work...
worry,
worry,On the plane to yosemite. Forgot my laptop at home
worry,
anger,"A person close to me mistook my good intentions for bad, and therefore associated unpleasant traits to me."
sadness,not feelin so hot
worry,dying
neutral,"in computer class, photo booth doesn`t  work"
sadness,
anger,I was very very angry to read Batty 's comments about Leeds . 
neutral,
sadness,My mother unjustly became very angry with me and sent me to my room while my father explained that the way she saw things was not correct. I had done things with the best intentions.
worry,
sadness,
fear,Listening to horrot stories at night.
sadness,
neutral,"Alright, I`m coming  get another spoon ;)"
neutral,
sadness,
sadness,
anger," Well , they should have called you ! "
worry,
sadness,Had a good day till he twisted his ankle on his two mile run
worry,love
worry,expired.
sadness,sucks
fear,"On embarking on University life. I came from a different city and did not know anybody at the Uni. I was frightened because my well known and loved friends, also all my security had been taken away."
worry,
worry,GRRRR!!
sadness,"She looked desperately tired , but there were no obvious marks of grief on her face . "
anger,"` Good heavens , no , lady "" came the indignant reply . "
worry,
anger,Ouch ! I'm hurt . 
sadness,
neutral,goodmorning/
neutral,starting to wonder if I`m going to get this job... came across as though i`d find work elsewhere if needs must... not intentionally
anger,"I wanted to go to Bhopal for relief work (gas tragedy).  My boss simply refused to let me go, I was so angry that the only thought that came to my mind was to quit the job."
neutral,"just in case you wonder, we are really busy today and this coming with with adding tons of new blogs and updates stay tuned"
sadness,So as to be closer to the university I have left home and moved into Auckland. It now seems as if I have left home - especially my family - forever.
sadness,"I received a letter from some friends, who do not live in Madrid, telling me that they would not come on holiday.  I had arranged everything for them."
neutral,Drink #7 or 8 for me (at the club). Been drinking for the past 6 hours.  http://twitpic.com/4wn9q
worry,"after a great day at work with the kids, disappointment with my roof decal"
neutral,cook ; do you wanna measure my ****? its daddy-size.
anger,"Getting a terrible exam mark, which I couldn't understand the reason for, and trying to see a lecturer or tutor, but being given the runaround."
neutral, That ’ s your opinion not mine . 
worry,
worry,Today seems like it should be a good day!
worry,
neutral," No , sir . "
sadness,migraine lingering
sadness,unfortunately
worry,This day will pass slowly.  All of these days will.  RAWR!!!!  ...
anger,I can't remember being truly angry. Usually it's just disappointment that I feel. One situation would be with my brother. He and I used to be close but now he seems to be avoiding me.
neutral, Parker . 
anger,?  Sorry that your computer is not cooperating
anger,"His granddaughter 's anger , so like his own , took some of the sting out of Ballater 's wrath . "
neutral,TGIF!! But I have so much work to do this weekend
worry,i haven`t really been happy
worry,a scared
worry,
worry,
anger,When my son omits to carry out certain duties at home that he knows needs doing.
sadness,heard you slutted it up!
neutral,It`s is in the July issue of OXM... so I don`t have anything to link you to right now
sadness,headache
neutral,Don`t count on it
neutral,
neutral, Not bad . 
anger,Quarrelled with my younger brother.
neutral,
anger,Being treated unfairly.
sadness," no , that would be crazy . But then who will it be ? Oh dear , it must be me . I should have known it ! Why else would he have talked to me alone about the downsizing . What should I do ? I've got a family t "
neutral,
neutral,http://twitpic.com/67f8o - Making the treck from lafayette to batonrouge solo.
worry,massive headache!
sadness," I ’ m sorry to hear that.You ’ d better stay at home.After all , we can visit Mrs.Brown later "
neutral,"pictures of your bliss?  In JPEG format?  Sorry, it`s message board terminology and u don`t play w/us on the board"
fear,She was agitated ; there were a few tears . 
sadness,
worry,though
neutral,nice
worry,wish i
neutral,Beautiful!
neutral,more productive
sadness,And i freakin miss anthony  ugh today kinda sucks.
sadness,
worry,
sadness,ICant Wait That Long.
worry,Good
neutral,Make your own Google search page with your name   http://tinyurl.com/c4237j
neutral," Ok . I will wait until you have had your fun , if that's what you want . "
neutral,yard house too packed. Three people deep at bar.... went to pf changs....got right in
anger,O'Neal seemed miffed by the whole affair .
anger," Getting worse . Now he ’ s eating me out of house and home . I ’ Ve tried talking to him but it all goes in one ear and out the other . He makes himself at home , which is fine . But what really gets me is that yesterday he walked into the living room in the raw and I had company over ! That was the last straw . "
boredom,i love those boys. i missed the chat yesterday  it was the firts & only one i`ll miss though! <333 Nick Jonas <3333
neutral,I love you Thomas.
sadness,.no one will help me
fear,The next morning I awoke anxious over what had happened . 
neutral, Wow ! 
sadness,
worry,"Woke up at 5am. Cleaned camera gear from last nights wedding. Should really go back to sleep, but kids awake."
sadness,shame
neutral, I do . 
sadness," This has been the worst and best day of my life , Taylor . They kept you in the hospital , and ... "
sadness,The first time I left home.
neutral,
sadness,I don`t wanna go
neutral,
worry,sadd
worry,Homey missed da bus.
sadness,forgot
neutral,_whacker skypeeeeee
sadness,
neutral, Why ? 
neutral,ill come to the shop in like an hour. i need to get a pedicure but i dont have time today  probably next week tho!
neutral,tired
worry,Is also having a lonely night.... Wishing she could go to Audun`s so that she doesn`t have that bad dream again...
worry,
neutral,Chillin` at home-watching a movie on tv & making some 'healthified' streusel coffee cake.
sadness,
anger,In a conversation my boyfriend expressed definite and quite pretentious opinions and he took up an attitude towards a theory which he himself had never known. His information was from fortuitous sources.
sadness,
neutral,
anger,"During a lecture, a colleague who did not know anything about the subject, got on my nerves asking silly questions."
neutral,
sadness,
worry,i heart your face
sadness,OMG! I KNOW!  I give myself a stroke everytime I go getting mad at them.
sadness,_g my day just hasnt been the same without ur running conversation all day
neutral,Turn over report...done
sadness,The sun is not cool
neutral,
worry,
anger,When my chief accused me of an error that I hadn't made.
sadness,ugh
sadness,"The long lasting illness of my grand-mother, and the changes in family relationships caused by it."
neutral, You ? 
sadness,neomonia suck
worry,_Sweethearts Im following you but you aren`t on my DM list  Can you try to DM me?
worry,boring
neutral,
neutral,make me tea pleaseeeeeeeeeee
neutral, Alecia . 
fear,@TBLightning Cats are afraid of water. Water=rain. Rain=storms. Storms=LIGHTNING. Therefore Panthers Lightning. #gobolts.
neutral,
worry,good
neutral, As long as it doesn't take too long . 
fear," and .... Think about it,,,,based on your belief, u don't even lose your #LIFE when u lose your physical #LIFE #UseITdontUseIT"
worry,Happy Mother`s Day. . .
neutral,confused
anger, Fine ! By the way would you mind not slurping your coffee every time you have a cup ! 
neutral,
neutral,"pretty much, thanks.  seeing if a little Gilbert & Sullivan will cheer me up more."
worry,ahhh bank holiday slept late now going to dinner in my sisters whos a real 'monica'  hahah and im late il get cold dinner now
sadness,Till then ..Ice Cream!
fear,They  should make a second  movie where  wears the ring of 
sadness,"I felt very sad when I had to give up something that by right was mine and although I didn't get it, a kind of souvenir that people don't give you the right to have."
worry,true but if I don`t put a case on it I`ll break it in a week.  don`t worry ill find a way to make it work.
neutral,That`s the song I mean
neutral,"around, reading, bed."
sadness,Forgive
fear,@FrankyFade: The team is hot  @andrealandis @iammynority @FRISCOLOPEZ @iamthefabian” yes sir
neutral,Safari 4 beta (OS X) is in a crash loop on startup. Back to non- cookie saving Firefox.
worry,"party was awesome. soooo tired, bye. ps: happy momma`s day"
anger,My bicycle was demolished.
anger,I tried to show pleasure at their decision and at the same time annoyance that our contract simply wouldn't permit it . 
sadness,
fear,"One night going downstairs, and hearing a strong stirring of brances, which was not the wind."
fear,My boat running into another boat.
neutral,
neutral,late
sadness,miss
anger, That's horrible . Was that the first time you'd shown up late to work ? 
neutral,Hello ? 
fear,Big thanks to @JoeyRyanOnline for the picture. Made my night 
worry,Super bummed
sadness,what I thought ur going somewhere that`s why I didn`t invitw u
fear,"@StreetTeamCheli unburden .... That's what I want to do, I hope that google has translated correctly! hahaha "
anger,"` Jane , my darling , it 's not because she 's mad that I hate her . "
worry,i dont want to go
neutral,welcome
worry,
sadness,headache
neutral,
worry,PH and I are having a macaron smackdown...except he is not aware of it...It`s all being played out in my head
worry,I AM SLEEEEEPPYYYYYY!!!!!!!!
sadness,awful
neutral,good
fear, Too bad . I really like it . 
neutral,ut yes now would be good
neutral,you`re welcome to have it if you like.
worry,
sadness,"Despite my anger and despair at what had happened to Brian , killing myself now wouldn't make amends for not helping him . "
sadness,
neutral,Kids attacking your keyboard?
sadness,depression.
sadness,not helping!
neutral,You`ve been featured on #ykyat  http://ykyat.com/~37nnd
worry,
sadness,Poor little MBA
sadness,That makes me sad
boredom,
worry,is looking at that person from a very different pov.  never thought i`d see this day arrive!
neutral,If you mean backround then.. Settings>design.. scroll to the bottem and click change backround image  & there ya go.
worry,sucks
neutral,1.Tiffany is already ten minutes late 2.Reading Flowers in the Attic 3.Late breakfast at Starbucks 4.Listening to Waking up in Vegas
sadness,Its a lovely day sky is clear birds are singing and i`m stuck in an office with on windows for 9 hours
neutral,lovely car
worry,
worry,"I blocked him too, lets hope it just goes away forever"
anger,After having quarelled with a relative of mine about politics.
neutral,*points at Facebook message*
anger,At work being shifted to another area.
sadness,RIP my old friend.
worry,Crazy debt issue.
neutral,"Bye , mom ! "
anger," That ’ s exactly what I am going to do ! I ’ Ve decided to create my own company ! I ’ m going to write up a business plan , get some investors and start working for myself ! "
worry,happy birthday great-grandmother  ../././. bad news on a good day
worry,
worry,bad.
sadness,
worry,
fear,It was more that fear - anguish -that I felt before my last exam.
worry,awesome.
neutral,good..
worry,And I wanted us to leave at 12:45 to do a 1 p.m. showing (staff retreat mini)
sadness,
anger,ll doesnt deserv
neutral, Why ? 
fear,@OfficialPWG was a great closer for 2011. Awesome night. #SteenWolf was still the best and will be hard to top.
neutral, Spring . 
neutral,"_indian hehe very true  but you`ve got the color advantage, which the complete americans haven`t"
worry,infection
neutral,
sadness," Sorry , Mum , I'll lock it right away . "
neutral, Perhaps we need to have more babies ! Tina gave birth to a baby boy yesterday . 
worry,unfortunately I am stuck at work
sadness,you learn enough not to trust anyone...
neutral,****
worry,I ran out of white and yellow oil paint   I may have to add 'Utrecht run' to my list.
worry,"you drank it on the sly,"
worry,
neutral,
worry,weak
neutral,
anger, Very funny . What's wrong with you today ? You are my secretary and you are not supposed to talk to me in that tone of voice . Do you know that ? 
worry,
neutral,. He gives Twitter tips. Hope this helps
neutral,
worry,its going to be a long day at the office
worry,. Not too concerned abt apps. Batt life is important
worry,They cancel flights and don`t have a lot of backup planes. And no first class
worry,Yay we
worry,omg!! i have so many finals to study for !!! i so freaked out that im gona fail
neutral,"just at home, not much going on, had a long day"
neutral,"strange, that is exactly the chapter god laid on my heart to read in The Message yeaterday morning...He works in mysterious ways"
worry,What`s wrong with the ski slopes of MK? They`ve got coffee shops as well y`know!
neutral,With matt.
sadness,"Queen Margaret came out of the church , a veil covering her grief-stricken face . "
neutral,my boss. She`s moving to NYC
worry,sorry  friends
sadness,Cant find my red lighter that reminds me of Amy
neutral,
neutral,And you!
neutral, All right . 
worry,e swine flu
neutral,'The truth is hiding in your eyes'    Paramore ï¿½ Decode
worry,
worry,sorry
worry,he keeps makingfun of my typos!
sadness,"I felt very sad when I left home because I could not stand it any longer. I do not regret it, but I missed my little sister very much (and she missed me). These feelings wear off over time."
worry,
worry,lol
worry,It often pays to wait
anger,"Busking or playing musical instruments in the Underground , to the annoyance of other passengers , is an offence "
neutral, 3 days . 
worry,t bored
worry,is gaining weight.  rather
neutral,
worry,ipod touch: worth the money? because i`m thinking of buying one. my ipod is dead since this morning
neutral,funny you should mention that.
worry,
neutral," Yes , I do . "
neutral, Yeah . 
neutral,huh?
anger,"A friend got angry and drove like a lunatic with me and others in his car. I was angry about his dangerous driving."""
worry,
fear,When I was going home alone one night in Paris and a man came up behind me and asked me if I was not afraid to be out alone so late at night.
neutral,Marche! I want rosti and crepes.
fear,@IslamChat: You should have the of losing one's softness in the heart and its hardening.
anger," But what about parking ? You can't park on the street , can you ? "
neutral,Time to rinse out my conditoner
neutral,
sadness,tooth came out !
sadness,
worry,
neutral, Yes ? 
neutral,
